user_screen_name,created_at,location,text,fav,rt_count,friend,clean_text_1,clean_text_2,aspect,Prediction
callie_h_burt,Tue Oct 26 19:09:43 +0000 2021,"Atlanta, GA","@Samfr @pastasnack_e @MForstater @GetTheLOutUK @dickiedudeles Coercing sex is wrong, obvs.
Pressuring lesbians to have sex with males under threat of being called 'phobic or TERFS is wholly unacceptable, whether the # is 60 or 100,000. 

The fact that Stonewall, which identifies as an LGBT+ group, is silent about this is appalling",7,1,929,     coercing sex is wrong obvs pressuring lesbians to have sex with males under threat of being called phobic or terfs is wholly unacceptable whether the  is  or    the fact that stonewall which identifies as an lgbt group is silent about this is appalling,coercing sex wrong obvs pressuring lesbians sex males threat called phobic terfs wholly unacceptable whether fact stonewall identifies lgbt group silent appalling,pro-lgbt,pro-lgbt
EloreenMoon,Tue Oct 26 18:28:16 +0000 2021,"Atlanta, GA",Ã¢ÂÂMerry MeasureÃ¢ÂÂ by Lily Morton #Audiobook #LGBT #Review #MMÃÂ #Snarky https://t.co/NXp3RsuNxf,0,0,2218, merry measure  by lily morton audiobook lgbt review mm snarky ,merry measure lily morton audiobook lgbt review mm snarky,neutral,neutral
ShyDux1,Tue Oct 26 16:25:50 +0000 2021,"Atlanta, GA","SHOULD Dave Chappelle Meet With Trans Community? https://t.co/updgLI8M5f via @YouTube 
#DaveChappelle #DaveChappelleWasRight #NetflixTH #Netflix #LGBTQ #LGBT #TheCloser #TheCloserNetflix",0,0,976,should dave chappelle meet with trans community  via   davechappelle davechappellewasright netflixth netflix lgbtq lgbt thecloser theclosernetflix,dave chappelle meet trans community via davechappelle davechappellewasright netflixth netflix lgbtq lgbt thecloser theclosernetflix,neutral,neutral
KJLawson5,Tue Oct 26 16:01:00 +0000 2021,"Atlanta, GA","OUTLAWED x SIX OF CROWS Queer Marley is tasked with stealing books for the law school she wishes to enroll in. When her estranged husband BozÃ¢ÂÂthe son of the man sheÃ¢ÂÂs stealing fromÃ¢ÂÂwants to up the ante, Marley must decide if Boz's ambition is worth dying for. #DVpit #A #F #LGBT",1,2,794,outlawed x six of crows queer marley is tasked with stealing books for the law school she wishes to enroll in when her estranged husband boz the son of the man she s stealing from wants to up the ante marley must decide if boz is ambition is worth dying for dvpit a f lgbt,outlawed x six crows queer marley tasked stealing books law school wishes enroll estranged husband boz son man stealing wants ante marley must decide boz ambition worth dying dvpit f lgbt,neutral,neutral
KJLawson5,Tue Oct 26 15:11:00 +0000 2021,"Atlanta, GA",MANDALORIAN x MISTBORN Marley doesnÃ¢ÂÂt use magic; her religion forbids it. Obviously all noses can catch a whiff of someone's emotions or detect fire before something burns. Smelling the future could help her catch her family's killerÃ¢ÂÂif no one finds out. #DVpit #A #F #LGBT,0,1,794,mandalorian x mistborn marley doesn t use magic her religion forbids it obviously all noses can catch a whiff of someone is emotions or detect fire before something burns smelling the future could help her catch her family is killer if no one finds out dvpit a f lgbt,mandalorian x mistborn marley use magic religion forbids obviously noses catch whiff someone emotions detect fire something burns smelling future could help catch family killer one finds dvpit f lgbt,neutral,neutral
MinorityOfOne75,Tue Oct 26 14:44:16 +0000 2021,"Atlanta, GA","@Terry38492421 @AKalleyne @MeghanMcCain John McCain did some good stuff, but given his track record on things like DADT and mocking a childÃ¢ÂÂs physical appearance, I feel like he played his own role in debasing the GOP. Meghan actually has the far more liberal LGBT rights record.",1,0,4999,   john mccain did some good stuff but given his track record on things like dadt and mocking a child s physical appearance i feel like he played his own role in debasing the gop meghan actually has the far more liberal lgbt rights record,john mccain good stuff given track record things like dadt mocking child physical appearance feel like played role debasing gop meghan actually far liberal lgbt rights record,pro-lgbt,pro-lgbt
r_negus,Tue Oct 26 14:02:25 +0000 2021,"Atlanta, GA","@ChiYuP5R @GregWildSmith @carboxyfluoresc @Cesar_A_Bot @Variety Like I said, had he told myb 1 or 2 jokes about LGBT I wouldn't even care honestly I would feel how everybody else felt oh he talks about everybody but him doing it on every show and then the last one spending half the show talking shit on gays?? It's fkn pathetic and excessive.",0,0,2203,     like i said had he told myb  or  jokes about lgbt i would not even care honestly i would feel how everybody else felt oh he talks about everybody but him doing it on every show and then the last one spending half the show talking shit on gays it is fkn pathetic and excessive,like said told myb jokes lgbt would even care honestly would feel everybody else felt oh talks everybody every show last one spending half show talking shit gays fkn pathetic excessive,pro-lgbt,pro-lgbt
KJLawson5,Tue Oct 26 14:02:00 +0000 2021,"Atlanta, GA","UPRIGHT WOMEN WANTED x SIX OF CROWS Treda Yancy has two goals: be gay and do crimes, preferably at the same time. When her crush, Marley, comes to her with a plan for a heist, sheÃ¢ÂÂs more than happy to oblige until MarleyÃ¢ÂÂs shithead husband tags along. #DVpit #A #F #LGBT",0,4,794,upright women wanted x six of crows treda yancy has two goals be gay and do crimes preferably at the same time when her crush marley comes to her with a plan for a heist she s more than happy to oblige until marley s shithead husband tags along dvpit a f lgbt,upright women wanted x six crows treda yancy two goals gay crimes preferably time crush marley comes plan heist happy oblige marley shithead husband tags along dvpit f lgbt,neutral,neutral
MaduroCriollo,Tue Oct 26 13:05:22 +0000 2021,"Atlanta, GA",@Lisa801109401 @reeeese231 @SethBeard10 @joshdcaplan 2/2 and ultimately his conclusion is that societyÃ¢ÂÂs willingness  To acquiesce to the Coercive element of the LGBT movement must only be due to the fact that it happens to also impacts white people.,0,0,207,     and ultimately his conclusion is that society s willingness  to acquiesce to the coercive element of the lgbt movement must only be due to the fact that it happens to also impacts white people,ultimately conclusion society willingness acquiesce coercive element lgbt movement must due fact happens also impacts white people,neutral,neutral
KJLawson5,Tue Oct 26 13:04:00 +0000 2021,"Atlanta, GA","UPRIGHT WOMEN WANTED x LOCKE LAMORA When MarleyÃ¢ÂÂs estranged husband ruins the mood of the sapphic girl gang she started, she must frantically try to make everyone get along. If hotter heads prevail, their heist will fail and their lives may be forfeit. #DVpit #A #F #LGBT",0,2,794,upright women wanted x locke lamora when marley s estranged husband ruins the mood of the sapphic girl gang she started she must frantically try to make everyone get along if hotter heads prevail their heist will fail and their lives may be forfeit dvpit a f lgbt,upright women wanted x locke lamora marley estranged husband ruins mood sapphic girl gang started must frantically try make everyone get along hotter heads prevail heist fail lives may forfeit dvpit f lgbt,neutral,neutral
KJLawson5,Tue Oct 26 12:02:00 +0000 2021,"Atlanta, GA","FOUNDRYSIDE x FIREFLY When bi aro MarleyÃ¢ÂÂs simple book heist turns into a chance to steal a magical artifact, her religion might get in the way of revengeÃ¢ÂÂnot because vengeance is forbidden, but because magic is. She must decide if retribution is worth heresy. #DVpit #A #F #LGBT",0,2,794,foundryside x firefly when bi aro marley s simple book heist turns into a chance to steal a magical artifact her religion might get in the way of revenge not because vengeance is forbidden but because magic is she must decide if retribution is worth heresy dvpit a f lgbt,foundryside x firefly bi aro marley simple book heist turns chance steal magical artifact religion might get way revenge vengeance forbidden magic must decide retribution worth heresy dvpit f lgbt,neutral,neutral
DessieBruwn,Tue Oct 26 09:39:16 +0000 2021,"Atlanta, GA","@aaronaakrong Ex lgbt?Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ

Lmaoooo",0,0,602, ex lgbt      lmaoooo,ex lgbt lmaoooo,neutral,neutral
PrinceFYTB,Tue Oct 26 07:29:08 +0000 2021,"Atlanta, GA",@Variety mustÃ¢ÂÂve really pissed off the lgbt ceos,0,0,340, must ve really pissed off the lgbt ceos,must really pissed lgbt ceos,neutral,neutral
r_negus,Tue Oct 26 05:39:13 +0000 2021,"Atlanta, GA",@GregWildSmith @ChiYuP5R @carboxyfluoresc @Cesar_A_Bot @Variety Exactly! Half the show telling jokes about LGBT and we're just supposed to be comfortable with that because he made one or 2 jokes about black and white ppl?? Foh. And that black stereotype exploitation BS that was on his show was also TRASH just throw the whole mf away he's MID,2,0,2203,     exactly half the show telling jokes about lgbt and we are just supposed to be comfortable with that because he made one or  jokes about black and white ppl foh and that black stereotype exploitation bs that was on his show was also trash just throw the whole mf away he is mid,exactly half show telling jokes lgbt supposed comfortable made one jokes black white ppl foh black stereotype exploitation bs show also trash throw whole mf away mid,neutral,neutral
r_negus,Tue Oct 26 05:30:39 +0000 2021,"Atlanta, GA","Dave Chappelle is really appreciating the support he's getting from the black community but he didnt even marry a black woman Ã°ÂÂ¤Â
""Woke"" folks are so quick to defend him tho...cause hes attacking the LGBT. To these ppl anytime they see a gay person, anytime, they're being forced.",1,0,2203,dave chappelle is really appreciating the support he is getting from the black community but he didnt even marry a black woman   woke folks are so quick to defend him thocause hes attacking the lgbt to these ppl anytime they see a gay person anytime they are being forced,dave chappelle really appreciating support getting black community didnt even marry black woman woke folks quick defend thocause hes attacking lgbt ppl anytime see gay person anytime forced,neutral,neutral
LGBTHIPHOP,Tue Oct 26 01:01:03 +0000 2021,"Atlanta, GA","Yo! We're live, serving the best in #LGBT Hip-Hop. 
Tag 2 people and join us if you enjoy a dope vibe and some good music.",0,0,99,yo we are live serving the best in lgbt hiphop  tag  people and join us if you enjoy a dope vibe and some good music,yo live serving best lgbt hiphop tag people join us enjoy dope vibe good music,neutral,pro-lgbt
MentallyDivine,Tue Oct 26 00:19:06 +0000 2021,"Atlanta, GA",There are enough societal influences that tear down the Black and Latinx LGBT+ community. I really wish we would stop tearing our own down as well.,14,3,759,there are enough societal influences that tear down the black and latinx lgbt community i really wish we would stop tearing our own down as well,enough societal influences tear black latinx lgbt community really wish would stop tearing well,pro-lgbt,pro-lgbt
THeywardBey,Mon Oct 25 20:01:27 +0000 2021,"Atlanta, GA","We help any business owner or company achieve its business goals. 

Get Started Now 
https://t.co/mIJ1cyn18I                                                                                

#heywardbeyinternational #getcertified #mbe #dbe #wosb #wbe #lgbt #govcon https://t.co/0nEsTSoUfz",0,0,12102,we help any business owner or company achieve its business goals   get started now                                                                                    heywardbeyinternational getcertified mbe dbe wosb wbe lgbt govcon ,help business owner company achieve business goals get started heywardbeyinternational getcertified mbe dbe wosb wbe lgbt govcon,neutral,neutral
r_negus,Mon Oct 25 18:31:19 +0000 2021,"Atlanta, GA","Went to a comedy show. 2 of the comedians told LGBT jokes for most of their segment. Mind u, 1/3 of the ppl in the room were LGBT. According to ppl like @DaveChappelle and these comedians, we're all just supposed to stand around and be uncomfortable while every1 laughs at us https://t.co/M0EobsIlda",0,0,2203,went to a comedy show  of the comedians told lgbt jokes for most of their segment mind u  of the ppl in the room were lgbt according to ppl like  and these comedians we are all just supposed to stand around and be uncomfortable while  laughs at us ,went comedy show comedians told lgbt jokes segment mind u ppl room lgbt according ppl like comedians supposed stand around uncomfortable laughs us,neutral,neutral
DemontaBarrino,Mon Oct 25 16:49:04 +0000 2021,"Atlanta, GA",@Folk718 @fay_spiffy @TamekaB56567189 @DoctorJonPaul How tf does this undermine us? It's not difficult to not tell someone to kill themself because they're gay. You can't be pro-black and anti-LGBT with all the persecution queer black people go through.,1,0,651,    how tf does this undermine us it is not difficult to not tell someone to kill themself because they are gay you can not be problack and antilgbt with all the persecution queer black people go through,tf undermine us difficult tell someone kill themself gay problack antilgbt persecution queer black people go,neutral,neutral
DemontaBarrino,Mon Oct 25 16:30:14 +0000 2021,"Atlanta, GA","@TheRockSays1998 @paradoomer @DoctorJonPaul Stating Hip-Hop is built on a ""foundation of homophobia"" is just plain wrong, every genre has elements of homophobia simply because LGBT acceptance is still a recent movement.",12,0,651,   stating hiphop is built on a foundation of homophobia is just plain wrong every genre has elements of homophobia simply because lgbt acceptance is still a recent movement,stating hiphop built foundation homophobia plain wrong every genre elements homophobia simply lgbt acceptance still recent movement,pro-lgbt,pro-lgbt
EscaflowneClown,Mon Oct 25 16:25:28 +0000 2021,"Atlanta, GA",Dior.wh0re clapping back at an anti-LGBT bigot that tried him. Look at how his entire football team be loving him Ã°ÂÂÂ. Not the split Chile Ã°ÂÂ¤Â£. Tiktok is highlighting how there is change happening in the young generation. Decolonize the gurlz Black LGBT youth!!! https://t.co/mmj3WOjtUf,7,2,4999, clapping back at an antilgbt bigot that tried him look at how his entire football team be loving him   not the split chile   tiktok is highlighting how there is change happening in the young generation decolonize the gurlz black lgbt youth ,clapping back antilgbt bigot tried look entire football team loving split chile tiktok highlighting change happening young generation decolonize gurlz black lgbt youth,pro-lgbt,pro-lgbt
EscaflowneClown,Mon Oct 25 16:20:13 +0000 2021,"Atlanta, GA","This the second openly gay or bi Black boy on a football team ive seen pop up on my tiktok fyp recently. Y'all, there are Black LGBT youth  out here thriving, break in barriers, and being loved/protected Ã°ÂÂÂ¢ https://t.co/vCckNGHFYE",50,10,4999,this the second openly gay or bi black boy on a football team ive seen pop up on my tiktok fyp recently yall there are black lgbt youth  out here thriving break in barriers and being lovedprotected   ,second openly gay bi black boy football team ive seen pop tiktok fyp recently yall black lgbt youth thriving break barriers lovedprotected,pro-lgbt,pro-lgbt
AllofUsEmory,Mon Oct 25 13:56:42 +0000 2021,"Atlanta, GA","@AllofUsCEO @AllofUsResearch While these #researchers are studying different questions, the same robust dataset is driving new insights into #LGBTQ+ health disparities and #aging Ã¢ÂÂ¡Ã¯Â¸Â https://t.co/RUTTHbvYoT #ResearchAllofUs (2/2)",1,0,55,  while these researchers are studying different questions the same robust dataset is driving new insights into lgbtq health disparities and aging     researchallofus ,researchers studying different questions robust dataset driving new insights lgbtq health disparities aging researchallofus,neutral,pro-lgbt
MinorityOfOne75,Mon Oct 25 13:45:19 +0000 2021,"Atlanta, GA","@jeffrey_metcalf IÃ¢ÂÂm not satisfied, and itÃ¢ÂÂs become increasingly apparent that LindsayÃ¢ÂÂs issue isnÃ¢ÂÂt Ã¢ÂÂidentity politicsÃ¢ÂÂ (which he clearly canÃ¢ÂÂt define if he thinks Trump is against it and censorship (which he advocated here.) His beef is specifically with POC, women, LGBT people, etc.",0,0,4999, i m not satisfied and it s become increasingly apparent that lindsay s issue isn t  identity politics  which he clearly can t define if he thinks trump is against it and censorship which he advocated here his beef is specifically with poc women lgbt people etc,satisfied become increasingly apparent lindsay issue identity politics clearly define thinks trump censorship advocated beef specifically poc women lgbt people etc,neutral,neutral
Memoirsepiphany,Mon Oct 25 06:19:42 +0000 2021,"Atlanta, GA",When you're a preachers kid but your into fantasy books and also happen to be apart of the LGBT community so you write a biblical fantasy book based off the story Moses with LGBT and non binary MCs and villains who all just so happen to be POCS ... I understood the assignment,2,0,848,when you are a preachers kid but your into fantasy books and also happen to be apart of the lgbt community so you write a biblical fantasy book based off the story moses with lgbt and non binary mcs and villains who all just so happen to be pocs  i understood the assignment,preachers kid fantasy books also happen apart lgbt community write biblical fantasy book based story moses lgbt non binary mcs villains happen pocs understood assignment,pro-lgbt,neutral
Twiggy_Will,Mon Oct 25 01:28:58 +0000 2021,"Atlanta, GA",@seintlaurent Something lgbt just happened to me,3,0,2466, something lgbt just happened to me,something lgbt happened,neutral,neutral
He2Wavvy,Sun Oct 24 23:09:11 +0000 2021,"Atlanta, GA","@_XOBritmichelle Yea I seen this earlier, I thought it was fake because that nigga was killing everyone, gay or not. The LGBT community reaching",1,0,903, yea i seen this earlier i thought it was fake because that nigga was killing everyone gay or not the lgbt community reaching,yea seen earlier thought fake nigga killing everyone gay lgbt community reaching,anti-lgbt,anti-lgbt
POLITE__,Sun Oct 24 21:58:05 +0000 2021,"Atlanta, GA",@BanyBoy38 @LGBT @lgbtqnation Man delete this shit Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­ go outside and say it then go back in the crib Ã°ÂÂÂ­Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ,0,0,3143,   man delete this shit     go outside and say it then go back in the crib     ,man delete shit go outside say go back crib,neutral,neutral
nwclerk1989,Sun Oct 24 20:55:32 +0000 2021,"Atlanta, GA","LGBT people only want one thing and it's fucking disgusting*

*to have a same-gender arch-nemesis to do elaborate dance battles with that are bursting with sexual tension

https://t.co/V7KQe2HTNS",1,0,929,lgbt people only want one thing and it is fucking disgusting  to have a samegender archnemesis to do elaborate dance battles with that are bursting with sexual tension  ,lgbt people want one thing fucking disgusting samegender archnemesis elaborate dance battles bursting sexual tension,anti-lgbt,pro-lgbt
yungtwinkletoes,Sun Oct 24 20:39:19 +0000 2021,"Atlanta, GA","Currently putting Ã¢ÂÂsexually ambiguous womenÃ¢ÂÂ as one of my extracurriculars on the common app. Being a gay icon is a full time job. If it wasnÃ¢ÂÂt, LGBT would not be an extracurricular option on the common app.",2,0,121,currently putting  sexually ambiguous women  as one of my extracurriculars on the common app being a gay icon is a full time job if it wasn t lgbt would not be an extracurricular option on the common app,currently putting sexually ambiguous women one extracurriculars common app gay icon full time job lgbt would extracurricular option common app,neutral,pro-lgbt
EscaflowneClown,Sun Oct 24 17:01:36 +0000 2021,"Atlanta, GA",anti-LGBT bigotry needs to be abolished from Black and Brown communities. Immediately. This is a disgrace chile https://t.co/qZvahxTGnm,9,0,4999,antilgbt bigotry needs to be abolished from black and brown communities immediately this is a disgrace chile ,antilgbt bigotry needs abolished black brown communities immediately disgrace chile,pro-lgbt,pro-lgbt
AtmanRyu,Sun Oct 24 16:04:06 +0000 2021,"Atlanta, GA","And mask's off.

Yanno, between people nutting on a pizza vs guy claiming sexual abuse, only for it to be a ruse to stir up people and bait them into watching a thinly veiled anti-LGBT+ rant, not hard to see what side to be truly infuriated about... https://t.co/VRFgUrgx2n",4,1,283,and mask is off  yanno between people nutting on a pizza vs guy claiming sexual abuse only for it to be a ruse to stir up people and bait them into watching a thinly veiled antilgbt rant not hard to see what side to be truly infuriated about ,mask yanno people nutting pizza vs guy claiming sexual abuse ruse stir people bait watching thinly veiled antilgbt rant hard see side truly infuriated,neutral,pro-lgbt
EloreenMoon,Sun Oct 24 15:58:49 +0000 2021,"Atlanta, GA",Stray Fears (The DuPage Parish Mysteries) by Gregory Ashe #DuoReview #LGBT #Audiobook #MysteryÃÂ #Paranormal https://t.co/njk2xaXD3T,0,0,2218,stray fears the dupage parish mysteries by gregory ashe duoreview lgbt audiobook mystery paranormal ,stray fears dupage parish mysteries gregory ashe duoreview lgbt audiobook mystery paranormal,neutral,neutral
EscaflowneClown,Sun Oct 24 12:50:03 +0000 2021,"Atlanta, GA",@gonesuckitornot Whiteness placed that hetero BS ideology on us. The conservative colonizers are still desperate within positions of political power to strip the humanity and existence of Transgender people now. They are also trying to come for all LGBT rights again,0,0,4999, whiteness placed that hetero bs ideology on us the conservative colonizers are still desperate within positions of political power to strip the humanity and existence of transgender people now they are also trying to come for all lgbt rights again,whiteness placed hetero bs ideology us conservative colonizers still desperate within positions political power strip humanity existence transgender people also trying come lgbt rights,pro-lgbt,anti-lgbt
EscaflowneClown,Sun Oct 24 12:44:25 +0000 2021,"Atlanta, GA",@Jupiter_Dior This is IT right there. It's directly inline with Christian colonialism. It's why it bothers me that our people continue to participate in anti-LGBT bigotry. The desperation to heterofy people very much gives colonizer energy.,15,3,4999, this is it right there it is directly inline with christian colonialism it is why it bothers me that our people continue to participate in antilgbt bigotry the desperation to heterofy people very much gives colonizer energy,right directly inline christian colonialism bothers people continue participate antilgbt bigotry desperation heterofy people much gives colonizer energy,neutral,pro-lgbt
EscaflowneClown,Sun Oct 24 12:34:41 +0000 2021,"Atlanta, GA",It can be true but it's also true that Christian colonialism did a NUMBER on our Black communities and anti-LGBT bigotry is from generational brainwashing that has been carried on throughout our communities by bigoted fools. https://t.co/VG5cvbDYip,24,7,4999,it can be true but it is also true that christian colonialism did a number on our black communities and antilgbt bigotry is from generational brainwashing that has been carried on throughout our communities by bigoted fools ,true also true christian colonialism number black communities antilgbt bigotry generational brainwashing carried throughout communities bigoted fools,neutral,pro-lgbt
EscaflowneClown,Sun Oct 24 12:25:07 +0000 2021,"Atlanta, GA",f y'all leaving the colonial past behind in Barbados then I hope that means y'all are leaving the Christianity and anti-LGBT bigotry/colorism behind too. Because Black people will make that statement but still hold onto massa oppressive religious tools https://t.co/utOCLF5Fjy,8,1,4999,f yall leaving the colonial past behind in barbados then i hope that means yall are leaving the christianity and antilgbt bigotrycolorism behind too because black people will make that statement but still hold onto massa oppressive religious tools ,f yall leaving colonial past behind barbados hope means yall leaving christianity antilgbt bigotrycolorism behind black people make statement still hold onto massa oppressive religious tools,pro-lgbt,pro-lgbt
DawgResistance,Sun Oct 24 02:43:37 +0000 2021,"Atlanta, GA","@TimCheek5 @gowronseyes @StevenSypkens @benshapiro Elizabeth Schultz is a disgruntled, anti-LGBT Republican who lost her school board race back in 2019. She canÃ¢ÂÂt be trusted.",0,0,2460,    elizabeth schultz is a disgruntled antilgbt republican who lost her school board race back in  she can t be trusted,elizabeth schultz disgruntled antilgbt republican lost school board race back trusted,neutral,neutral
EscaflowneClown,Sun Oct 24 01:47:39 +0000 2021,"Atlanta, GA",These Latino men were dragging these anti-LGBT bigots. Iktr. Ã°ÂÂÂ https://t.co/EDgJPgvSlB,4,1,4999,these latino men were dragging these antilgbt bigots iktr   ,latino men dragging antilgbt bigots iktr,neutral,neutral
_alayna_b,Sun Oct 24 00:31:44 +0000 2021,"Atlanta, GA",@eva_shimaj @speck1447 @babybeginner The lgbt has some of the most racist people ever. ItÃ¢ÂÂs disgusting,3,0,79,   the lgbt has some of the most racist people ever it s disgusting,lgbt racist people ever disgusting,anti-lgbt,anti-lgbt
EscaflowneClown,Sat Oct 23 22:18:32 +0000 2021,"Atlanta, GA",@jojojoannnna hat part. homophobia/ anti-LGBT bigotry are a byproduct of misogyny.,13,1,4999, hat part homophobia antilgbt bigotry are a byproduct of misogyny,hat part homophobia antilgbt bigotry byproduct misogyny,neutral,neutral
EscaflowneClown,Sat Oct 23 21:56:13 +0000 2021,"Atlanta, GA",Lil Nas X presence within hip-hop is exposing the anti-LGBT bigotry within a culture that has tried to play it off for so long. The curtain is pulled down and the jealous bigots are PRESSEd that they will never have his IMPACT! Stay mad Boosie and other weak links! https://t.co/6X3HAEJ29l,29,4,4999,lil nas x presence within hiphop is exposing the antilgbt bigotry within a culture that has tried to play it off for so long the curtain is pulled down and the jealous bigots are pressed that they will never have his impact stay mad boosie and other weak links ,lil nas x presence within hiphop exposing antilgbt bigotry within culture tried play long curtain pulled jealous bigots pressed never impact stay mad boosie weak links,pro-lgbt,pro-lgbt
EscaflowneClown,Sat Oct 23 21:29:33 +0000 2021,"Atlanta, GA",I hope @LiLNasX knows he is loved. You will always win. Know that. Keep the anti-LGBT bigots PRESSED.,33,6,4999,i hope  knows he is loved you will always win know that keep the antilgbt bigots pressed,hope knows loved always win know keep antilgbt bigots pressed,pro-lgbt,pro-lgbt
IVWall,Sat Oct 23 19:15:03 +0000 2021,"Atlanta, GA",Who is your favorite LGBT comic character? #Comics https://t.co/UJjhCiTIKZ,49,5,1375,who is your favorite lgbt comic character comics ,favorite lgbt comic character comics,pro-lgbt,neutral
househusbandatl,Sat Oct 23 16:50:52 +0000 2021,"Atlanta, GA",Just donated pants my fat ass no longer fits in to an LGBT thrift shop #activist #retiredtwink,2,0,160,just donated pants my fat ass no longer fits in to an lgbt thrift shop activist retiredtwink,donated pants fat ass longer fits lgbt thrift shop activist retiredtwink,anti-lgbt,anti-lgbt
_alayna_b,Sat Oct 23 15:58:11 +0000 2021,"Atlanta, GA",@DcCrasherLGBTQ @GlasgowLord @dylanmc6 @DuKord @eny93492575 @edwinbe_ph @RollingEggu @GCUniverse1 Maybe stop trying to use black people in your arguments? Dave chappelle is 100% correct. So many in The lgbt community are just straight up RACIST.,1,0,79,        maybe stop trying to use black people in your arguments dave chappelle is  correct so many in the lgbt community are just straight up racist,maybe stop trying use black people arguments dave chappelle correct many lgbt community straight racist,anti-lgbt,anti-lgbt
ericbonitto,Sat Oct 23 04:07:31 +0000 2021,"Atlanta, GA",@freckletonjr i didnÃ¢ÂÂt say lgbt i said s-i-n Ã°ÂÂÂ³,1,0,573, i didn t say lgbt i said sin  ,say lgbt said sin,neutral,neutral
4PLAYYGRL,Fri Oct 22 23:43:42 +0000 2021,"Atlanta, GA","damn, i thought it was only the black men in Hollywood on that Ã¢ÂÂambiguous black womanÃ¢ÂÂ train but the lgbt women in Hollywood on the same wave lol.",0,0,975,damn i thought it was only the black men in hollywood on that  ambiguous black woman  train but the lgbt women in hollywood on the same wave lol,damn thought black men hollywood ambiguous black woman train lgbt women hollywood wave lol,neutral,anti-lgbt
TvAffairs,Fri Oct 22 22:57:53 +0000 2021,"Atlanta, GA","@DeeKizerSoze @TaaiV @thehill The Dems rely on Black vote. We opt out, they have an incentive to push our agenda. They wanted LGBT vote so they pushed their agenda.",7,0,218,   the dems rely on black vote we opt out they have an incentive to push our agenda they wanted lgbt vote so they pushed their agenda,dems rely black vote opt incentive push agenda wanted lgbt vote pushed agenda,anti-lgbt,anti-lgbt
DessieBruwn,Fri Oct 22 22:13:30 +0000 2021,"Atlanta, GA","@landthug @samgeorgegh Anti gay what?Ã¢ÂÂ¦Do ur research and come again

It is 1000% legal to br gay in hungary
The bill passed was a childrenÃ¢ÂÂs bill to prevent them from lgbt adoption until they are of age to make their own decisions either they are lgbt or straight !!

Get ur facts right!",0,0,602,  anti gay what do ur research and come again  it is  legal to br gay in hungary the bill passed was a children s bill to prevent them from lgbt adoption until they are of age to make their own decisions either they are lgbt or straight   get ur facts right,anti gay ur research come legal br gay hungary bill passed children bill prevent lgbt adoption age make decisions either lgbt straight get ur facts right,pro-lgbt,pro-lgbt
CoryShilts,Fri Oct 22 20:23:21 +0000 2021,"Atlanta, GA",@ProjectLincoln Let me be clear if #RoevWade and #LGBT marriage is overturned by this #ElectoralCollege appointed #SCOTUS I will be moving to #Canada I will never live in a country where not everyone is treated the same. https://t.co/ho387DaubA,1,0,133, let me be clear if roevwade and lgbt marriage is overturned by this electoralcollege appointed scotus i will be moving to canada i will never live in a country where not everyone is treated the same ,let clear roevwade lgbt marriage overturned electoralcollege appointed scotus moving canada never live country everyone treated,pro-lgbt,pro-lgbt
EscaflowneClown,Fri Oct 22 20:00:49 +0000 2021,"Atlanta, GA","See how people that participate in homophobia, transphobia, and different forms of anti-LGBT bigotry try to stunt your creativity, artistic growth, and success?  I know they SEETHING at the success of Lil Nas X. As they SHOULD. Industry Baby been dominating the charts for months https://t.co/R4NCZUyqwn",12,2,4999,see how people that participate in homophobia transphobia and different forms of antilgbt bigotry try to stunt your creativity artistic growth and success  i know they seething at the success of lil nas x as they should industry baby been dominating the charts for months ,see people participate homophobia transphobia different forms antilgbt bigotry try stunt creativity artistic growth success know seething success lil nas x industry baby dominating charts months,pro-lgbt,pro-lgbt
EscaflowneClown,Fri Oct 22 19:53:22 +0000 2021,"Atlanta, GA",Homophobia in hip-hop is embarrassing chile. Anti-LGBT bigotry within hip-hop is embarrassing. They can stay pressed at Lil Nas X beating THEM in everyday! https://t.co/R4NCZUyqwn,64,11,4999,homophobia in hiphop is embarrassing chile antilgbt bigotry within hiphop is embarrassing they can stay pressed at lil nas x beating them in everyday ,homophobia hiphop embarrassing chile antilgbt bigotry within hiphop embarrassing stay pressed lil nas x beating everyday,pro-lgbt,pro-lgbt
ICandyAndIBrowz,Fri Oct 22 19:52:53 +0000 2021,"Atlanta, GA","ItÃ¢ÂÂs So Exhausting Being Black &amp; Fighting For Rights Against White Ppl &amp; Then Turning Around To Fight With Black Ppl Over LGBT Rights. ItÃ¢ÂÂs So Unfair, What A World We Live In. Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ³Ã¯Â¸ÂÃ¢ÂÂÃ°ÂÂÂ",0,0,2082,it s so exhausting being black  fighting for rights against white ppl  then turning around to fight with black ppl over lgbt rights it s so unfair what a world we live in       ,exhausting black fighting rights white ppl turning around fight black ppl lgbt rights unfair world live,pro-lgbt,pro-lgbt
